time,angle,velocity,input
2372.000000,1.470000,0.000000,40.500000
2383.000000,1.470000,0.000000,40.500000
2394.000000,1.470000,0.000000,40.500000
2405.000000,1.470000,0.000000,40.500000
2416.000000,1.470000,0.000000,40.500000
2427.000000,1.470000,0.000000,40.500000
2438.000000,1.470000,0.000000,40.500000
2449.000000,1.470000,0.000000,40.500000
2460.000000,1.470000,0.000000,40.500000
2471.000000,1.470000,0.000000,40.500000
2482.000000,1.470000,0.000000,40.500000
2493.000000,1.470000,0.000000,40.500000
2504.000000,1.470000,0.000000,40.500000
2515.000000,1.470000,0.000000,40.500000
2526.000000,1.470000,0.000000,40.500000
2537.000000,1.470000,0.000000,40.500000
2548.000000,1.470000,0.000000,40.500000
2559.000000,1.470000,0.000000,40.500000
2570.000000,1.470000,0.000000,40.500000
2581.000000,1.470000,0.000000,40.500000
2592.000000,1.470000,0.000000,40.500000
2603.000000,1.470000,0.000000,40.500000
2614.000000,1.470000,0.000000,40.500000
2625.000000,1.470000,0.000000,40.500000
2636.000000,1.470000,0.000000,40.500000
2647.000000,1.470000,0.000000,40.500000
2658.000000,1.470000,0.000000,40.500000
2669.000000,1.470000,0.000000,40.500000
2680.000000,1.470000,0.000000,40.500000
2691.000000,1.470000,0.000000,40.500000
2702.000000,1.470000,0.000000,40.500000
2713.000000,1.470000,0.000000,40.500000
2724.000000,1.470000,0.000000,40.500000
2735.000000,1.470000,0.000000,40.500000
2746.000000,1.470000,0.000000,40.500000
2757.000000,1.470000,0.000000,40.500000
2768.000000,1.470000,0.000000,40.500000
2779.000000,1.470000,0.000000,40.500000
2790.000000,1.470000,0.000000,40.500000
2801.000000,1.470000,0.000000,40.500000
2812.000000,1.470000,0.000000,40.500000
2823.000000,1.470000,0.000000,40.500000
2834.000000,1.470000,0.000000,40.500000
2845.000000,1.470000,0.000000,40.500000
2856.000000,1.470000,0.000000,40.500000
2867.000000,1.470000,0.000000,40.500000
2878.000000,1.470000,0.000000,40.500000
2889.000000,1.470000,0.000000,40.500000
2900.000000,1.470000,0.000000,40.500000
2911.000000,1.470000,0.000000,40.500000
2922.000000,1.470000,0.000000,40.500000
2933.000000,1.470000,0.000000,40.500000
2944.000000,1.470000,0.000000,40.500000
2955.000000,1.470000,0.000000,40.500000
2966.000000,1.470000,0.000000,40.500000
2977.000000,1.470000,0.000000,40.500000
2988.000000,1.470000,0.000000,40.500000
2999.000000,1.470000,0.000000,40.500000
3010.000000,1.470000,0.000000,40.500000
3021.000000,1.470000,0.000000,40.500000
3032.000000,1.470000,0.000000,40.500000
3043.000000,1.470000,0.000000,40.500000
3054.000000,1.470000,0.000000,40.500000
3065.000000,1.470000,0.000000,40.500000
3076.000000,1.470000,0.000000,40.500000
3087.000000,1.470000,0.000000,40.500000
3098.000000,1.470000,0.000000,40.500000
3109.000000,1.470000,0.000000,40.500000
3120.000000,1.470000,0.000000,40.500000
3131.000000,1.470000,0.000000,40.500000
3142.000000,1.470000,0.000000,40.500000
