time,angle,velocity,input
28.000000,0.000000,0.000000,210.000000
40.000000,0.010000,0.930000,205.500000
51.000000,0.060000,4.080000,187.500000
62.000000,0.120000,6.120000,160.500000
73.000000,0.190000,6.120000,133.500000
84.000000,0.260000,6.120000,106.500000
95.000000,0.330000,6.120000,79.500000
106.000000,0.390000,6.120000,52.500000
117.000000,0.460000,6.120000,25.500000
128.000000,0.520000,5.100000,3.000000
139.000000,0.570000,5.100000,-19.500000
150.000000,0.630000,5.100000,-42.000000
161.000000,0.680000,5.100000,-64.500000
172.000000,0.730000,4.080000,-82.500000
183.000000,0.770000,4.080000,-100.500000
194.000000,0.800000,2.040000,-109.500000
205.000000,0.820000,2.040000,-118.500000
216.000000,0.840000,2.040000,-127.500000
227.000000,0.840000,0.000000,-127.500000
238.000000,0.840000,0.000000,-127.500000
249.000000,0.840000,0.000000,-127.500000
260.000000,0.830000,-1.020000,-123.000000
271.000000,0.820000,-1.020000,-118.500000
282.000000,0.820000,0.000000,-118.500000
293.000000,0.810000,-1.020000,-114.000000
304.000000,0.790000,-2.040000,-105.000000
315.000000,0.760000,-2.040000,-96.000000
326.000000,0.750000,-1.020000,-91.500000
337.000000,0.720000,-3.060000,-78.000000
348.000000,0.710000,-1.020000,-73.500000
359.000000,0.670000,-3.060000,-60.000000
370.000000,0.660000,-1.020000,-55.500000
381.000000,0.640000,-2.040000,-46.500000
392.000000,0.620000,-2.040000,-37.500000
403.000000,0.610000,-1.020000,-33.000000
414.000000,0.590000,-1.020000,-28.500000
425.000000,0.580000,-1.020000,-24.000000
436.000000,0.570000,-1.020000,-19.500000
447.000000,0.570000,0.000000,-19.500000
458.000000,0.570000,0.000000,-19.500000
469.000000,0.570000,0.000000,-19.500000
480.000000,0.580000,1.020000,-24.000000
491.000000,0.580000,0.000000,-24.000000
502.000000,0.580000,0.000000,-24.000000
513.000000,0.580000,0.000000,-24.000000
524.000000,0.580000,0.000000,-24.000000
535.000000,0.580000,0.000000,-24.000000
546.000000,0.580000,0.000000,-24.000000
557.000000,0.580000,0.000000,-24.000000
568.000000,0.580000,0.000000,-24.000000
579.000000,0.580000,0.000000,-24.000000
590.000000,0.580000,0.000000,-24.000000
601.000000,0.580000,0.000000,-24.000000
612.000000,0.580000,0.000000,-24.000000
623.000000,0.580000,0.000000,-24.000000
634.000000,0.580000,0.000000,-24.000000
645.000000,0.580000,0.000000,-24.000000
656.000000,0.580000,0.000000,-24.000000
667.000000,0.580000,0.000000,-24.000000
678.000000,0.580000,0.000000,-24.000000
689.000000,0.580000,0.000000,-24.000000
700.000000,0.580000,0.000000,-24.000000
711.000000,0.580000,0.000000,-24.000000
722.000000,0.580000,0.000000,-24.000000
733.000000,0.580000,0.000000,-24.000000
744.000000,0.580000,0.000000,-24.000000
755.000000,0.580000,0.000000,-24.000000
766.000000,0.580000,0.000000,-24.000000
777.000000,0.580000,0.000000,-24.000000
788.000000,0.580000,0.000000,-24.000000
799.000000,0.580000,0.000000,-24.000000
810.000000,0.580000,0.000000,-24.000000
821.000000,0.580000,0.000000,-24.000000
832.000000,0.580000,0.000000,-24.000000
843.000000,0.580000,0.000000,-24.000000
854.000000,0.580000,0.000000,-24.000000
865.000000,0.580000,0.000000,-24.000000
876.000000,0.580000,0.000000,-24.000000
887.000000,0.580000,0.000000,-24.000000
898.000000,0.580000,0.000000,-24.000000
909.000000,0.580000,0.000000,-24.000000
920.000000,0.580000,0.000000,-24.000000
931.000000,0.580000,0.000000,-24.000000
942.000000,0.580000,0.000000,-24.000000
953.000000,0.580000,0.000000,-24.000000
964.000000,0.580000,0.000000,-24.000000
975.000000,0.580000,0.000000,-24.000000
986.000000,0.580000,0.000000,-24.000000
997.000000,0.580000,0.000000,-24.000000
1008.000000,0.580000,0.000000,-24.000000
1019.000000,0.580000,0.000000,-24.000000
1030.000000,0.580000,0.000000,-24.000000
1041.000000,0.580000,0.000000,-24.000000
1052.000000,0.580000,0.000000,-24.000000
1063.000000,0.580000,0.000000,-24.000000
1074.000000,0.580000,0.000000,-24.000000
1085.000000,0.580000,0.000000,-24.000000
1096.000000,0.580000,0.000000,-24.000000
1107.000000,0.580000,0.000000,-24.000000
1118.000000,0.580000,0.000000,-24.000000
1129.000000,0.580000,0.000000,-24.000000
1140.000000,0.580000,0.000000,-24.000000
1151.000000,0.580000,0.000000,-24.000000
1162.000000,0.580000,0.000000,-24.000000
1173.000000,0.580000,0.000000,-24.000000
1184.000000,0.580000,0.000000,-24.000000
1195.000000,0.580000,0.000000,-24.000000
1206.000000,0.580000,0.000000,-24.000000
1217.000000,0.580000,0.000000,-24.000000
